label,message,clean_message,label_num
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah probably swing roommate finish girl,0
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got take take part wrc rally oz u lucozade energy text rally le p see pack lucozadecoukwrc itcould u,1
ham,Happy new years melody!,happy new year melody,0
ham,ÌÏ dun need to pick ur gf?,dun need pick ur gf,0
ham,Yay! You better not have told that to 5 other girls either.,yay better told girl either,0
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horrible u eat mac eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat,0
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",say fantastic chance anything need bigger life lift losing live think would first person die n v q,0
ham,Just nw i came to hme da..,nw came hme da,0
ham,"I'm outside islands, head towards hard rock and you'll run into me",im outside island head towards hard rock youll run,0
ham,To day class is there are no class.,day class class,0
ham,I'm in chennai velachery:),im chennai velachery,0
ham,You flippin your shit yet?,flippin shit yet,0
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",k give sec breaking ltgt cstore,0
ham,Am i that much bad to avoid like this?,much bad avoid like,0
ham,"Yo, you around? Just got my car back",yo around got car back,0
ham,Annoying isn't it.,annoying isnt,0
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",goodmorning today late ltgt min,0
ham,There's no point hangin on to mr not right if he's not makin u happy,there point hangin mr right he makin u happy,0
ham,All will come alive.better correct any good looking figure there itself..,come alivebetter correct good looking figure,0
ham,In that case I guess I'll see you at campus lodge,case guess ill see campus lodge,0
ham,We're done...,done,0
ham,Come to my home for one last time i wont do anything. Trust me.,come home one last time wont anything trust,0
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,night worrying appt shame missed girl night quiz popcorn hair,0
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pic wk,1
ham,Ok... C ya...,ok c ya,0
spam,You have 1 new voicemail. Please call 08719181503,new voicemail please call,1
ham,What he said is not the matter. My mind saying some other matter is there.,said matter mind saying matter,0
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al moan n e thin go wrong faultal de argument r faultfed himso bother hav go thanxxx,0
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction reference number ltgt r ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,0
ham,Otherwise had part time job na-tuition..,otherwise part time job natuition,0
ham,I know she called me,know called,0
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",also da feel yesterday night wait til day night dear,0
ham,Thanks for understanding. I've been trying to tell sura that.,thanks understanding ive trying tell sura,0
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year supply cd store ur choice worth enter weekly draw txt music tscs,1
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,whole car appreciated last two dad map reading semi argument apart thing going ok p,0
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr,1
ham,I need you to be in my strong arms...,need strong arm,0
ham,Also maaaan are you missing out,also maaaan missing,0
ham,His bday real is in april .,bday real april,0
ham,Guessin you ain't gonna be here before 9?,guessin aint gonna,0
ham,Ok then i will come to ur home after half an hour,ok come ur home half hour,0
ham,"Yo, the game almost over? Want to go to walmart soon",yo game almost want go walmart soon,0
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probably sure ilol let u know personally wuldnt bother ur goin mite well,0
ham,I'll text now! All creepy like so he won't think that we forgot,ill text creepy like wont think forgot,0
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",would good ill phone tomo lunchtime shall organise something,0
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow,0
ham,K..k..i'm also fine:)when will you complete the course?,kkim also finewhen complete course,0
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true passable get high score apply phd get year salary make life easier,0
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,nokia tone ur mob every week txt nok st tone free get txtin tell ur friend ptone reply hl info,1
ham,Prakesh is there know.,prakesh know,0
ham,Teach me apps da. When you come to college.,teach apps da come college,0
ham,Rofl betta invest in some  anti aging products,rofl betta invest anti aging product,0
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir receive account another hr time sorry delay,0
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,reply name address receive post week completely free accommodation various global location php,1
ham,So Ì_'ll be submitting da project tmr rite?,submitting da project tmr rite,0
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entry weekly comp send word enter tc cust care,1
ham,Jus ans me lar. U'll noe later.,jus an lar ull noe later,0
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,want send something sell fast ltgt k easy money,0
ham,have got * few things to do. may be in * pub later.,got thing may pub later,0
ham,1's finish meeting call me.,finish meeting call,0
ham,Lol ok. I'll snatch her purse too.,lol ok ill snatch purse,0
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",hellodrivbyquit edrunk sorry iff pthis make senrddnot dancce drum n basqihave fun nhite x ro xxxxxxx,0
ham,How much are we getting?,much getting,0
ham,Is ur paper in e morn or aft tmr?,ur paper e morn aft tmr,0
ham,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland going plan end,0
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope great new semester wish best made greatness,0
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh yes speak txt u hmm u get email,0
ham,"I want to show you the world, princess :) how about europe?",want show world princess europe,0
ham,Nobody can decide where to eat and dad wants Chinese,nobody decide eat dad want chinese,0
ham,No shoot me. I'm in the docs waiting room. :/,shoot im doc waiting room,0
ham,Now? I'm going out 4 dinner soon..,im going dinner soon,0
ham,Hello which the site to download songs its urgent pls,hello site download song urgent pls,0
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",know u mean king havin credit im goinbed night night sweet onlymore sleep,0
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,horrible gal sch stuff come u got mc,0
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun im comin nitetell every im sorry hope u ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monlrsx,0
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,please call immediately urgent message waiting,1
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like go like friend imma flip shit like half hour,0
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,mum say wan go go shun bian watch da glass exhibition,0
ham,What your plan for pongal?,plan pongal,0
ham,Just wait till end of march when el nino gets himself. Oh.,wait till end march el nino get oh,0
ham,"Not yet chikku..going to room nw, i'm in bus..",yet chikkugoing room nw im bus,0
ham,Am also doing in cbe only. But have to pay.,also cbe pay,0
ham,Honey boo I'm missing u.,honey boo im missing u,0
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent jd customer service cum account executive ur mail id detail contact u,0
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo im parent gettin cash good news picked downstem,0
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy,0
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay guy feeling hungry call pmin stop text call pmin,1
ham,Ok. No wahala. Just remember that a friend in need ...,ok wahala remember friend need,0
ham,I will see in half an hour,see half hour,0
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",im inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insect molestedsomeone plumbingremixed evil men acid,0
ham,\Hey sorry I didntgive ya a a bellearlier hunny,hey sorry didntgive ya bellearlier hunny,0
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,seriously tell exact word right,0
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,u get phone wanna chat set meet call u cum moro luv jane xx callsminmoremobsemspoboxpowa,1
ham,"Tee hee. Off to lecture, cheery bye bye.",tee hee lecture cheery bye bye,0
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chikku cell got problem thts nt able reply u msg u,0
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still havent collected dough pls let know go place sent get control number,0
spam,network operator. The service is free. For T & C's visit 80488.biz,network operator service free c visit biz,1
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact ive settled room let know ok,0
ham,Wot u up 2 u weirdo?,wot u u weirdo,0
ham,Can do lor...,lor,0
ham,Dont put your phone on silent mode ok,dont put phone silent mode ok,0
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,meet depends wan lor,0
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,waiting tv show start lor u leh still busy ur report,0
ham,Oh ho. Is this the first time u use these type of words,oh ho first time u use type word,0
ham,Am I the only one who doesn't stalk profiles?,one doesnt stalk profile,0
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt,0
ham,Yes i thought so. Thanks.,yes thought thanks,0
ham,But if she.s drinkin i'm ok.,shes drinkin im ok,0
ham,"Just wondering, the others just took off",wondering others took,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,0
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",dog must always wait till end day word run time cell already,0
ham,Happy new year to u too!,happy new year u,0
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",heygreat dealfarm tour pm pax deposit may,0
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,eat jap done oso aft ur lect wat got lect rite,0
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe saw came online second disappeared happened,0
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish,0
ham,Happy birthday... May all ur dreams come true...,happy birthday may ur dream come true,0
ham,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u ok already lar e nydc wheellock,0
ham,TELL HER I SAID EAT SHIT.,tell said eat shit,0
ham,Sure! I am driving but will reach my destination soon.,sure driving reach destination soon,0
ham,"K so am I, how much for an 8th? Fifty?",k much th fifty,0
ham,Your daily text from me ÛÒ a favour this time,daily text favour time,0
ham,Great to hear you are settling well. So what's happenin wit ola?,great hear settling well whats happenin wit ola,0
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one,0
ham,I tot u reach liao. He said t-shirt.,tot u reach liao said tshirt,0
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran decided go n e way im completely broke knackered got bout c u mrw love janx p dad fone credit,0
ham,Your right! I'll make the appointment right now.,right ill make appointment right,0
ham,Designation is software developer and may be she get chennai:),designation software developer may get chennai,0
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credit new videosounds logosmusicnews get fun jamstercouk help call,1
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",get lion england tone reply lionm mono lionp poly go original n best tone gbp network operator rate apply,1
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,jokin oni lar busy wun disturb,0
ham,"Ok, be careful ! Don't text and drive !",ok careful dont text drive,0
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",ill always even spirit ill get bb soon trying sure need,0
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,u r much close heart u go away shattered plz stay,0
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love u babe r u sure everything alrite idiot txt bak girlie,0
ham,How abt making some of the pics bigger?,abt making pic bigger,0
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got got colour lor one colour quite light n e darker lor actually im done shes styling hair,0
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",whenevr ur sad whenevr ur gray remembr im listn watevr u wanna say jus walk wid little whileamp promise ill bring back ur smile,0
ham,Why nothing. Ok anyway give me treat,nothing ok anyway give treat,0
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harry potter order phoenix book reply harry answer question chance first among reader,1
ham,Correct. So how was work today,correct work today,0
ham,"Just sent again. Do you scream and moan in bed, princess?",sent scream moan bed princess,0
ham,"I wake up long ago already... Dunno, what other thing?",wake long ago already dunno thing,0
ham,Oh just getting even with u.... u?,oh getting even u u,0
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,thk shd ok said plus minus leave line paragraph,0
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,call plz number show coveragd area urgnt call vasai amp reach clock call plz,0
ham,Yeah jay's sort of a fucking retard,yeah jay sort fucking retard,0
ham,"Sorry, was in the bathroom, sup",sorry bathroom sup,0
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balance ur next question sang uptown girl answer txt ur answer good luck,1
ham,My exam is for february 4. Wish you a great day.,exam february wish great day,0
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont know come ask question like dont mistake,0
ham,"Aight no rush, I'll ask jay",aight rush ill ask jay,0
ham,Good Morning plz call me sir,good morning plz call sir,0
ham,It's ok lar. U sleep early too... Nite...,ok lar u sleep early nite,0
ham,"Oh... Icic... K lor, den meet other day...",oh icic k lor den meet day,0
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",oh half hour much longer syria canada eh wow must get much work done day u extra time grin,0
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometimes put wall around heartsnot safe getting hurt find care enough break wall amp get closer goodnoon,0
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet may may go u meet carlos gauge patty interest,0
ham,Then she buying today? ÌÏ no need to c meh...,buying today need c meh,0
ham,Aight sorry I take ten years to shower. What's the plan?,aight sorry take ten year shower whats plan,0
ham,Every monday..nxt week vl be completing..,every mondaynxt week vl completing,0
ham,Might ax well im there.,might ax well im,0
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,chill another hr could sleep pain surgical emergency see unfolds okay,0
ham,Yeah I'll try to scrounge something up,yeah ill try scrounge something,0
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy ar he married like gd looking guy frens like say he korean leonas fave dun thk aft thinking mayb prob ill go,0
ham,Were somewhere on Fredericksburg,somewhere fredericksburg,0
ham,Que pases un buen tiempo or something like that,que pas un buen tiempo something like,0
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ok stay night xavier sleeping bag im getting tired,0
ham,She doesnt need any test.,doesnt need test,0
ham,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin home super bowl plan,0
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",freeday sexy st george day pic jordantxt pic dont miss every wk saucy celeb pic c pocketbabecouk wk,1
ham,Bugis oso near wat... ,bugis oso near wat,0
ham,Yo theres no class tmrw right?,yo there class tmrw right,0
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via waysmscom,0
ham,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da please take care pa please,0
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe miss youuuuu go teach class,0
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,u ned convince tht possible witot hurting feeling main,0
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy,0
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,start sending blackberry torch nigeria find buyer melike month tell dad buy bb anyone oh,0
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn u read,0
ham,Yo dude guess who just got arrested the other day,yo dude guess got arrested day,0
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,shuhui say change suntec steamboat u noe r u,0
ham,What does the dance river do?,dance river,0
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetunde im sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger,0
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey really pretty late want go lesson first join im reaching tp mrt,0
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasy call p per min ntt ltd po box croydon cr wb k,1
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq sat mine ish ur welcome come,0
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",dont know thing thats wrong everyso often panicks start goin bout bein good enough,0
ham,Alright. I'm out--have a good night!,alright im outhave good night,0
ham,Did you try making another butt.,try making another butt,0
ham,Hope you are feeling great. Pls fill me in. Abiola,hope feeling great pls fill abiola,0
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,though shd go n fun bar town something sound ok,0
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",go write msg put dictionary mode cover screen hand press ltgt gently remove ur hand interesting,0
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bear pic nick tom pete dick fact type try gay chat photo upload call pmin stop text call,1
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",new mobile must go txt nokia collect todayfrom optout gbpmtmsg txtauction,1
ham,We're finally ready fyi,finally ready fyi,0
ham,Auntie huai juan never pick up her phone,auntie huai juan never pick phone,0
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer calloptoutlf,1
ham,"Ya tel, wats ur problem..",ya tel wats ur problem,0
ham,i dnt wnt to tlk wid u,dnt wnt tlk wid u,0
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",spend day waiting ideal path appear front u forget path made walking waiting goodnight,0
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ok arm feeling weak cuz got shot go another time,0
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle,0
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person,0
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,thats ok popped ask bout something said youd around tonght wen girl come,0
ham,All e best 4 ur exam later.,e best ur exam later,0
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope ur head doesnt hurt much ploughing way pile ironing staying chinky tonight come round like,0
ham,Oh k.i think most of wi and nz players unsold.,oh ki think wi nz player unsold,0
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight,0
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",wonder got online love gone net cafe get phone recharged friend net think boytoy,0
ham,"Haha just kidding, papa needs drugs",haha kidding papa need drug,0
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",thk shld b ya wana go lesson haha go one whole stretch,0
ham,Oh ok..,oh ok,0
ham,R we still meeting 4 dinner tonight?,r still meeting dinner tonight,0
ham,Shall i start from hear.,shall start hear,0
ham,Then we wait 4 u lor... No need 2 feel bad lar...,wait u lor need feel bad lar,0
ham,No did you check? I got his detailed message now,check got detailed message,0
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone,0
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",decided people care stuff vote caring stuff loser,0
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u,0
ham,cool. We will have fun practicing making babies!,cool fun practicing making baby,0
ham,Actually getting ready to leave the house.,actually getting ready leave house,0
ham,K..k..any special today?,kkany special today,0
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",urgent important information user today lucky day find log onto fantastic surprise awaiting,1
ham,Then we gotta do it after that,gotta,0
ham,"I've got ten bucks, jay is being noncomittal",ive got ten buck jay noncomittal,0
ham,Where at were hungry too,hungry,0
ham,Pls speak to that customer machan.,pls speak customer machan,0
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream,0
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,1
ham,So wats ur opinion abt him and how abt is character?,wats ur opinion abt abt character,0
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snickering tell x totally fucking chord speak,0
ham,No..few hours before.went to hair cut .,nofew hour beforewent hair cut,0
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,wonder co dun rem seeing silver car thk saw black one,0
ham,Lmao. Take a pic and send it to me.,lmao take pic send,0
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",speak feel word better silence gud mrng,0
ham,No. She's currently in scotland for that.,shes currently scotland,0
ham,Do you work all this week ?,work week,0
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,congratulation ur awarded either cd gift voucher free entry weekly draw txt music tncs winppmxage,1
ham,Lol great now im getting hungry.,lol great im getting hungry,0
ham,Yes.. now only saw your message..,yes saw message,0
ham,I'll be at mu in like  &lt;#&gt;  seconds,ill mu like ltgt second,0
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,thing r good thanx got exam march ive done revision fran still boyf ive gotta interviw exeter bit worriedx,0
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",tell make little spreadsheet track whose idea smoke determine smoke much entire month february,0
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale arsenal dartboard good condition double treble,1
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,dont look back building coat dont want get sick hurry home wear coat gym,0
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",painful personal thought always try keep everybody happy time nobody recognises alone,0
ham,Thanks for ve lovely wisheds. You rock,thanks lovely wisheds rock,0
ham,You intrepid duo you! Have a great time and see you both soon. ,intrepid duo great time see soon,0
